jugador,elo_actual_total,elo_maximo_total,elo_actual_tierra,elo_actual_hierba,elo_actual_dura,elo_maximo_tierra,elo_maximo_hierba,elo_maximo_dura,activo,elo
dineshkanthan thangarajah,1414.96,1501.2,1455.84,1500.0,1455.47,1500.74,1500.0,1500.0,0,1414.96
lukasz kubot,1559.13,1743.29,1535.7,1544.41,1470.86,1684.17,1570.84,1614.44,0,1559.13
john mulvey,1445.44,1500.0,1500.0,1451.48,1482.58,1500.0,1500.0,1500.0,0,1445.44
gary thoroughood,1510.09,1516.0,1500.0,1508.36,1500.0,1500.0,1516.0,1500.0,0,1510.09
weller evans,1495.84,1500.0,1494.21,1500.0,1500.0,1500.0,1500.0,1500.0,0,1495.84
unknown vinti,1482.22,1500.0,1482.1,1500.0,1500.0,1500.0,1500.0,1500.0,0,1482.22
todd reid,1549.29,1658.33,1483.5,1473.66,1542.28,1500.0,1532.77,1616.84,0,1549.29
andrei chesnokov,1608.23,1974.48,1617.03,1417.96,1561.16,1973.78,1536.46,1824.61,0,1608.23
vladimir petrovic,1498.19,1500.0,1500.0,1500.0,1491.36,1500.0,1500.0,1500.0,0,1498.19
dick r. bohrnstedt,1499.33,1622.52,1373.29,1505.73,1515.69,1500.0,1528.43,1617.5,0,1499.33
tareq hadeed,1480.95,1500.0,1500.0,1500.0,1482.16,1500.0,1500.0,1500.0,0,1480.95
miloslav mecir sr.,1493.69,1521.17,1483.89,1500.0,1496.39,1500.0,1500.0,1515.45,0,1744.17
sebastian moreno,1469.44,1500.0,1469.49,1500.0,1500.0,1500.0,1500.0,1500.0,0,1469.44
thomas fancutt,1487.53,1500.0,1500.0,1500.0,1480.41,1500.0,1500.0,1500.0,0,1487.53
guillermo van der hans,1487.36,1500.0,1486.76,1500.0,1500.0,1500.0,1500.0,1500.0,0,1487.36
jamie morgan,1586.64,1716.1,1484.95,1530.82,1574.11,1544.83,1596.13,1635.21,0,1586.64
gerald mild,1515.68,1543.64,1494.37,1483.28,1529.72,1522.28,1500.0,1529.72,0,1515.68
martin laurendeau,1480.13,1628.26,1473.97,1486.33,1434.76,1500.0,1509.81,1611.85,0,1480.13
kanyab derafshidjavan,1501.64,1527.47,1495.85,1500.0,1500.0,1525.36,1500.0,1500.0,0,1515.51
igor andreev,1548.45,1883.32,1540.72,1505.48,1556.39,1812.9,1570.18,1782.06,0,1548.45
christian ruud,1594.76,1775.34,1579.85,1435.32,1535.47,1755.44,1500.0,1596.89,0,1594.76
jack sock,1600.05,1999.12,1615.05,1555.66,1577.08,1753.22,1584.99,1945.84,0,1600.05
alvaro margets,1475.43,1500.0,1475.05,1500.0,1500.0,1500.0,1500.0,1500.0,0,1475.43
marko tepavac,1490.83,1500.0,1500.0,1500.0,1489.92,1500.0,1500.0,1500.0,0,1490.83
gordon sawyer,1483.26,1500.0,1500.0,1500.0,1483.26,1500.0,1500.0,1500.0,0,1483.26
lars-anders wahlgren,1546.87,1595.1,1437.68,1490.28,1524.87,1529.01,1500.0,1567.77,0,1546.87
ross olivieri,1483.27,1500.0,1500.0,1483.26,1500.0,1500.0,1500.0,1500.0,0,1483.27
boy westerhof,1486.3,1500.0,1483.58,1500.0,1500.0,1500.0,1500.0,1500.0,0,1486.3
harry fauquier,1497.28,1525.41,1482.66,1500.0,1500.0,1516.0,1500.0,1500.0,0,1497.28
g. donald,1484.58,1500.0,1500.0,1484.04,1500.0,1500.0,1500.0,1500.0,0,1484.58
marcus willis,1518.31,1519.03,1500.0,1509.95,1500.0,1500.0,1511.88,1500.0,0,1518.31
ove nils bengtson,1609.43,1684.73,1474.87,1623.16,1513.11,1554.33,1639.39,1619.66,0,1609.43
ignacio hirigoyen,1495.81,1519.84,1500.32,1500.0,1490.66,1519.29,1500.0,1500.0,0,1495.81
mark wooldridge,1434.65,1500.0,1484.0,1487.62,1426.22,1500.0,1512.55,1500.0,0,1434.65
frederick ted schroeder,1509.71,1514.89,1491.78,1500.0,1511.15,1500.0,1500.0,1516.36,0,1509.71
rodrigo rafael,1513.25,1528.65,1517.12,1516.0,1483.97,1517.12,1516.0,1516.0,0,1513.25
alex bogomolov jr.,1552.62,1764.76,1413.55,1473.94,1540.87,1516.02,1548.52,1699.25,0,1552.62
terry rosenberg,1487.37,1516.0,1500.0,1500.0,1487.85,1500.0,1500.0,1516.0,0,1487.37
g. buzzoni,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
ugo blanchet,1478.93,1522.45,1489.93,1500.0,1484.81,1521.74,1500.0,1500.0,1,1478.93
jim hodges,1493.31,1500.0,1487.56,1500.0,1500.0,1500.0,1500.0,1500.0,0,1493.31
edoardo mazza,1462.12,1508.77,1458.9,1500.0,1500.0,1503.95,1500.0,1500.0,0,1462.12
unknown futternecht,1486.54,1500.0,1484.94,1500.0,1500.0,1500.0,1500.0,1500.0,0,1486.54
scott gessner,1473.39,1500.0,1485.13,1500.0,1484.97,1500.0,1500.0,1500.0,0,1473.39
raemon sluiter,1609.74,1731.9,1535.96,1550.21,1534.49,1570.12,1611.92,1650.83,0,1609.74
bill williams,1496.92,1500.0,1500.0,1500.0,1491.36,1500.0,1500.0,1500.0,0,1496.92
iphton louis,1453.94,1500.0,1454.56,1500.0,1500.96,1500.0,1500.0,1514.39,0,1453.94
alexander blockx,1457.59,1500.0,1500.0,1483.09,1452.62,1500.0,1500.0,1500.0,1,1486.04
sun yong kim jr,1514.9,1533.12,1500.0,1500.0,1515.04,1500.0,1500.0,1533.25,0,1514.9
luca gasparini,1492.4,1500.0,1491.28,1500.0,1500.0,1500.0,1500.0,1500.0,0,1492.4
kimmo alkio,1496.56,1500.0,1477.46,1500.0,1516.0,1500.0,1500.0,1516.0,0,1496.56
robert dolan,1466.42,1500.0,1500.0,1500.0,1468.09,1500.0,1500.0,1500.0,0,1466.42
kotaro miyachi,1540.99,1549.96,1500.0,1500.0,1534.07,1500.0,1500.0,1544.38,0,1540.99
franco bartoni,1403.57,1500.74,1425.91,1426.18,1500.0,1500.74,1500.0,1500.0,0,1403.57
oliver fernandez,1520.88,1573.73,1520.75,1500.0,1492.74,1567.68,1500.0,1516.09,0,1520.88
sebastian prieto,1463.78,1521.17,1454.49,1500.0,1507.85,1516.34,1500.0,1517.26,0,1463.78
terje persson,1482.27,1500.0,1482.09,1500.0,1500.0,1500.0,1500.0,1500.0,0,1482.27
hussain al ashwak,1483.54,1500.68,1500.0,1500.0,1485.43,1500.0,1500.0,1501.8,0,1483.54
herb fitzgibbon,1624.57,1645.05,1585.51,1556.08,1484.88,1597.02,1583.17,1516.0,0,1624.57
bruno orecchio,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
andrew anderson,1495.41,1500.0,1500.0,1500.0,1493.56,1500.0,1500.0,1500.0,0,1495.41
alex calatrava,1477.56,1717.9,1487.11,1447.53,1480.76,1616.79,1500.0,1643.32,0,1477.56
king van nostrand,1494.66,1500.0,1500.0,1489.83,1500.0,1500.0,1500.0,1500.0,0,1494.66
joaquin  aguilar cardozo,1516.26,1516.26,1516.74,1500.0,1500.0,1516.74,1500.0,1500.0,0,1516.26
modesto tito vazquez,1449.77,1553.44,1418.71,1483.31,1498.76,1520.46,1547.84,1509.0,0,1449.77
jan weinzierl,1470.85,1500.0,1485.29,1500.0,1484.57,1500.0,1500.0,1500.0,0,1470.85
keith stephens,1463.53,1500.0,1500.0,1463.47,1500.0,1500.0,1500.0,1500.0,0,1463.53
butch walts,1588.66,1833.58,1604.46,1518.87,1552.92,1639.4,1565.16,1752.3,0,1588.66
austen brice,1487.65,1500.0,1500.0,1486.07,1500.0,1500.0,1500.0,1500.0,0,1487.65
robert bettauer,1458.15,1500.0,1489.36,1500.0,1463.52,1500.0,1500.0,1500.0,0,1458.15
ewie cronje,1470.31,1500.0,1500.0,1500.0,1470.31,1500.0,1500.0,1500.0,0,1470.31
tim henman,1681.89,2008.34,1667.55,1734.8,1694.68,1777.39,1847.74,1939.74,0,1681.89
ian pollard,1499.85,1518.01,1500.0,1502.88,1500.0,1500.0,1518.25,1500.0,0,1499.85
george berner,1461.15,1500.0,1482.15,1500.0,1470.83,1500.0,1500.0,1500.0,0,1461.15
marko tkalec,1649.25,1649.25,1656.56,1516.0,1525.63,1670.7,1516.0,1532.05,0,1649.25
tarek ben soltane,1481.94,1500.0,1483.26,1500.0,1500.0,1500.0,1500.0,1500.0,0,1481.94
denis shapovalov,1706.21,1925.25,1590.84,1529.2,1780.56,1718.01,1616.88,1898.04,1,1706.21
bor artnak,1484.01,1519.73,1485.02,1500.0,1500.0,1519.46,1500.0,1500.0,0,1484.01
john de st. croix,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
el hadj diedhiou,1470.8,1500.0,1500.0,1500.0,1470.8,1500.0,1500.0,1500.0,0,1470.8
jean-rene lisnard,1523.86,1636.68,1502.5,1462.99,1465.78,1580.78,1500.0,1589.39,0,1523.86
jorge bardou,1474.59,1524.06,1466.65,1500.0,1486.31,1516.49,1500.0,1500.0,0,1474.59
nicola spear,1478.19,1706.44,1468.23,1374.68,1502.4,1650.07,1500.0,1611.97,0,1478.19
jorge ramirez,1484.86,1500.0,1484.81,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.86
uriel oquendo sr.,1474.31,1500.0,1487.28,1483.97,1500.0,1500.0,1500.0,1500.0,0,1474.31
wei leung,1497.43,1500.0,1500.0,1500.0,1495.78,1500.0,1500.0,1500.0,0,1486.55
camilo ugo carabelli,1524.15,1593.3,1524.47,1460.03,1534.04,1556.51,1500.0,1535.43,1,1524.15
laszlo markovits,1453.36,1500.0,1478.62,1500.0,1468.59,1500.0,1500.0,1500.0,0,1453.36
tim clayton,1499.73,1516.0,1500.0,1499.54,1500.0,1500.0,1516.0,1500.0,0,1499.73
thierry champion,1509.37,1757.55,1507.27,1541.99,1495.2,1733.71,1577.39,1627.37,0,1509.37
mustapha el natour,1516.0,1516.0,1516.0,1500.0,1500.0,1516.0,1500.0,1500.0,0,1516.0
michael shyjan,1464.84,1500.0,1485.09,1483.05,1500.0,1500.0,1500.0,1500.0,0,1464.84
alexandar lazarov,1438.57,1500.0,1485.04,1500.0,1449.57,1500.0,1500.0,1500.0,0,1471.54
cheuk wai hui,1500.63,1513.91,1500.0,1500.0,1496.5,1500.0,1500.0,1513.91,0,1500.63
denis galesi,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1466.09
gregory carraz,1545.71,1666.13,1455.08,1488.28,1531.57,1500.0,1529.1,1643.45,0,1545.71
alberto berasategui,1565.68,2008.36,1609.53,1470.08,1468.05,2001.91,1500.0,1685.49,0,1565.68
marc merry,1494.64,1500.0,1500.0,1500.0,1487.15,1500.0,1500.0,1500.0,0,1494.64
sasa tuksar,1474.87,1519.36,1473.87,1500.0,1500.0,1519.91,1500.0,1500.0,0,1474.87
tomislav jotovski,1454.08,1500.0,1467.38,1500.0,1487.49,1500.0,1500.0,1500.0,0,1454.08
yavuz erkangil,1400.1,1500.0,1396.68,1500.0,1490.61,1500.0,1500.0,1530.53,0,1400.1
carsten ball,1530.09,1622.87,1544.86,1467.47,1501.68,1557.27,1500.0,1575.56,0,1530.09
allan kendal,1481.24,1500.0,1484.0,1495.72,1500.0,1500.0,1500.0,1500.0,0,1481.24
martin robinson,1506.84,1585.72,1481.11,1450.43,1505.05,1585.72,1500.0,1516.83,0,1506.84
hartmut kirchhubel,1501.76,1558.21,1548.41,1500.0,1446.15,1556.81,1500.0,1500.0,0,1501.76
torsten popp,1478.74,1500.0,1476.24,1500.0,1500.0,1500.0,1500.0,1500.0,0,1478.74
romain jouan,1501.97,1523.38,1493.95,1500.0,1500.5,1500.0,1500.0,1521.87,0,1501.97
kentaro masuda,1448.77,1500.0,1500.0,1500.0,1445.34,1500.0,1500.0,1500.0,0,1448.77
tom karp,1480.42,1507.6,1484.0,1499.22,1486.54,1500.0,1529.93,1500.0,0,1480.42
p. m. thomas,1481.4,1500.0,1500.0,1482.47,1500.0,1500.0,1500.0,1500.0,0,1481.4
wanaro n'godrella,1557.6,1692.29,1477.35,1621.36,1475.27,1549.76,1651.89,1524.09,0,1483.44
nick pretorius,1483.26,1500.0,1500.0,1500.0,1483.26,1500.0,1500.0,1500.0,0,1483.26
andy fahlke,1489.71,1500.0,1488.49,1500.0,1500.0,1500.0,1500.0,1500.0,0,1489.71
jeff sacks,1497.58,1515.26,1500.0,1500.0,1497.13,1500.0,1500.0,1515.26,0,1497.58
brandon perez,1464.32,1500.0,1484.0,1500.0,1478.86,1500.0,1500.0,1500.0,0,1464.32
larry nagler,1475.07,1500.0,1500.0,1500.0,1464.98,1500.0,1500.0,1500.0,0,1475.07
edouardo prada,1489.14,1500.0,1487.55,1500.0,1500.0,1500.0,1500.0,1500.0,0,1489.14
dimitri mazur,1524.17,1530.11,1500.0,1500.0,1521.1,1500.0,1500.0,1527.89,0,1524.17
gonzalo escobar,1493.06,1522.96,1467.38,1500.0,1533.16,1501.43,1500.0,1533.16,0,1493.06
r. frost,1484.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
daniel elahi galan,1488.17,1674.39,1495.59,1528.73,1457.44,1623.15,1556.48,1595.89,1,1488.17
eduardo medica,1490.32,1539.91,1493.74,1500.0,1500.0,1541.36,1500.0,1500.0,0,1490.32
dennis hayes,1484.43,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.43
martin wostenholme,1512.32,1663.7,1505.98,1503.66,1449.56,1632.3,1518.73,1517.39,0,1512.32
marty davis,1610.66,1707.85,1489.01,1572.81,1590.56,1558.77,1691.22,1636.97,0,1610.66
soren hess olesen,1486.42,1500.0,1500.0,1500.0,1484.09,1500.0,1500.0,1500.0,0,1486.42
jc aragone,1463.48,1500.0,1500.0,1482.92,1468.87,1500.0,1500.0,1500.0,0,1463.48
john anthony southworth,1470.49,1500.0,1500.0,1467.24,1500.0,1500.0,1500.0,1500.0,0,1470.49
m. fuster,1489.58,1500.0,1487.84,1500.0,1500.0,1500.0,1500.0,1500.0,0,1489.58
chun hun wong,1471.04,1500.0,1500.0,1500.0,1470.95,1500.0,1500.0,1500.0,0,1471.04
d. carswell,1484.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
antonio mennella,1479.82,1500.0,1471.82,1500.0,1500.0,1500.0,1500.0,1500.0,0,1479.82
luca van assche,1518.2,1584.43,1508.39,1470.27,1519.53,1571.06,1516.0,1534.31,1,1518.2
othman al anazi,1485.31,1501.38,1484.61,1500.0,1497.68,1500.0,1500.0,1514.34,0,1485.31
dirk leppen,1474.73,1500.0,1474.6,1500.0,1500.0,1500.0,1500.0,1500.0,0,1474.73
luis garcia,1499.1,1500.0,1500.0,1496.62,1500.0,1500.0,1500.0,1500.0,0,1499.1
juan rivera,1489.61,1500.0,1485.83,1500.0,1500.0,1500.0,1500.0,1500.0,0,1489.61
yi zhou,1483.87,1500.0,1482.34,1500.0,1490.06,1500.0,1500.0,1500.0,1,1483.87
andres alarcon,1499.85,1500.0,1500.0,1500.0,1500.1,1500.0,1500.0,1500.1,0,1499.85
a. h. davies,1488.96,1500.0,1500.0,1487.33,1500.0,1500.0,1500.0,1500.0,0,1488.96
reinhart probst,1569.21,1577.08,1528.11,1500.0,1522.47,1540.35,1500.0,1532.07,0,1569.21
florian allgauer,1487.54,1500.0,1488.87,1500.0,1500.0,1500.0,1500.0,1500.0,0,1487.54
i. mckenzie,1493.97,1500.0,1500.0,1492.16,1500.0,1500.0,1500.0,1500.0,0,1493.97
mike myburg,1485.35,1521.94,1560.5,1498.93,1361.51,1569.18,1500.0,1500.0,0,1485.35
ricardo chile fonte,1494.66,1544.02,1472.25,1500.0,1515.78,1500.0,1500.0,1568.31,0,1494.66
jens woehrmann,1567.77,1624.61,1564.38,1490.38,1498.14,1627.49,1505.84,1500.0,0,1567.77
jose  flores,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
olivio silva,1468.56,1500.0,1468.64,1500.0,1500.0,1500.0,1500.0,1500.0,0,1468.56
romano tatuhey,1530.91,1530.91,1500.0,1500.0,1530.89,1500.0,1500.0,1530.89,0,1530.91
gergely kisgyorgy,1582.96,1603.11,1582.0,1500.0,1516.22,1582.0,1500.0,1534.61,0,1582.96
srdan muskatirovic,1494.04,1500.0,1493.32,1500.0,1500.0,1500.0,1500.0,1500.0,0,1494.04
john lloyd,1680.99,1853.64,1606.9,1568.62,1629.99,1695.2,1702.52,1679.37,0,1680.99
yannick noah,1716.72,2123.13,1762.35,1540.98,1776.68,2106.44,1598.13,1939.93,0,1716.72
fredrik bergh,1491.05,1500.0,1500.0,1500.0,1489.04,1500.0,1500.0,1500.0,0,1491.05
james schor,1483.81,1500.0,1500.0,1500.0,1483.81,1500.0,1500.0,1500.0,0,1483.81
fabrice martin,1473.86,1500.0,1500.0,1484.42,1484.35,1500.0,1500.0,1500.0,0,1473.86
minkyu song,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,1,1484.0
moez echargui,1484.93,1500.0,1482.14,1500.0,1500.0,1500.0,1500.0,1500.0,1,1481.61
sandy mayer,1791.44,1986.56,1734.89,1709.87,1760.99,1835.87,1784.72,1889.85,0,1791.44
petr korda,1680.4,2016.11,1683.61,1694.53,1720.04,1835.99,1718.48,1942.69,0,1680.4
s. keliani,1482.43,1500.0,1500.0,1483.55,1500.0,1500.0,1500.0,1500.0,0,1482.43
henri de wet,1471.36,1500.0,1500.0,1500.0,1465.61,1500.0,1500.0,1500.0,0,1471.36
bob howes,1482.08,1500.0,1482.02,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.36
peter fishbach,1395.22,1500.76,1456.1,1416.63,1500.0,1501.6,1500.0,1500.0,0,1395.22
jacques grandjean,1459.88,1500.0,1460.38,1500.0,1493.69,1500.0,1500.0,1500.0,0,1459.88
altug celikbilek,1542.53,1554.09,1483.52,1494.04,1563.76,1500.04,1500.0,1573.42,0,1542.53
matteo arnaldi,1695.22,1768.06,1649.73,1449.31,1677.7,1663.16,1500.8,1724.91,1,1695.22
les nicholson,1491.66,1500.0,1490.18,1500.0,1500.0,1500.0,1500.0,1500.0,0,1491.66
p. scott,1509.14,1516.0,1500.0,1503.86,1500.0,1500.0,1516.0,1500.0,0,1509.14
julian knowle,1440.22,1500.0,1406.85,1458.71,1443.41,1500.0,1507.72,1501.26,0,1440.22
gardnar mulloy,1481.22,1516.29,1471.71,1500.0,1500.0,1516.0,1500.0,1500.0,0,1481.22
toiso hozoi,1506.92,1515.78,1500.0,1504.47,1500.0,1500.0,1515.8,1500.0,0,1506.92
t.j. middleton,1453.39,1500.0,1492.78,1500.0,1455.29,1500.0,1500.0,1500.0,0,1453.39
jeff borowiak,1601.29,1914.46,1662.75,1576.17,1546.49,1866.0,1628.29,1744.15,0,1601.29
fajing sun,1472.72,1500.0,1484.0,1500.0,1484.36,1500.0,1500.0,1500.0,1,1472.72
leslie dodson,1485.68,1500.0,1481.6,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.68
daniel parun,1516.8,1516.8,1500.0,1516.77,1500.0,1500.0,1516.77,1500.0,0,1516.8
tasuku iwami,1471.07,1517.14,1500.0,1500.0,1467.67,1500.0,1500.0,1515.18,0,1471.07
victor pereira,1453.7,1500.0,1500.0,1455.59,1500.0,1500.0,1500.0,1500.0,0,1453.7
guillermo canas,1581.04,2015.19,1645.71,1603.32,1610.86,1901.47,1651.8,1931.81,0,1581.04
karan rastogi,1435.66,1500.0,1470.87,1500.0,1458.86,1500.0,1500.0,1500.0,0,1435.66
sergey makashin,1485.56,1501.63,1483.97,1500.0,1502.11,1500.0,1500.0,1502.11,0,1485.56
alexander zverev sr.,1532.34,1605.76,1574.33,1474.24,1446.33,1619.52,1500.0,1500.0,0,1909.13
thiago alves,1431.09,1524.83,1451.25,1488.55,1431.17,1508.68,1514.05,1500.98,0,1431.09
vasek pospisil,1639.67,1835.11,1359.44,1471.61,1627.35,1500.22,1543.59,1825.87,1,1639.67
colin diederichs,1475.58,1500.0,1500.0,1500.0,1471.8,1500.0,1500.0,1500.0,0,1475.58
emanuel rasberger,1439.6,1500.0,1438.02,1500.0,1500.0,1500.0,1500.0,1500.0,0,1439.6
nick badenhorst,1491.03,1500.0,1500.0,1500.0,1489.46,1500.0,1500.0,1500.0,0,1491.03
mohammed nazreen fuzi nasruddin,1483.51,1500.0,1500.0,1500.0,1483.52,1500.0,1500.0,1500.0,0,1483.51
frank mcardle,1486.41,1500.0,1500.0,1500.0,1484.79,1500.0,1500.0,1500.0,0,1494.62
j. a. underwood,1484.29,1500.0,1500.0,1484.15,1500.0,1500.0,1500.0,1500.0,0,1484.29
erhard jung,1489.99,1500.0,1483.68,1500.0,1500.0,1500.0,1500.0,1500.0,0,1489.99
paul sidone,1481.46,1500.0,1500.0,1500.0,1479.3,1500.0,1500.0,1500.0,0,1481.46
marvin rolle,1409.46,1500.0,1465.23,1500.0,1442.26,1500.0,1500.0,1500.0,0,1409.46
theo papamalamis,1489.15,1500.0,1500.0,1500.0,1483.56,1500.0,1500.0,1500.0,1,1489.15
lefteris alexiou,1470.98,1500.0,1483.73,1500.0,1484.2,1500.0,1500.0,1500.0,0,1470.98
klaus oberparleiter,1515.09,1515.09,1515.04,1500.0,1500.0,1515.04,1500.0,1500.0,0,1515.09
yshai oliel,1506.57,1515.48,1516.0,1500.0,1493.28,1516.0,1500.0,1500.0,1,1506.57
olivier malcor,1461.39,1500.0,1459.97,1500.0,1500.0,1500.0,1500.0,1500.0,0,1461.39
nik razborsek,1480.61,1500.0,1500.0,1485.88,1491.24,1500.0,1500.0,1500.0,0,1480.61
luis borfiga,1383.5,1500.0,1421.73,1500.0,1416.49,1500.0,1500.0,1500.0,0,1383.5
haluk akkoyun,1468.09,1500.0,1500.0,1500.0,1467.98,1500.0,1500.0,1500.0,0,1468.09
jan leschly,1798.87,1821.09,1642.35,1636.06,1649.88,1646.36,1643.99,1682.79,0,1798.87
donald forsythe,1465.86,1500.0,1500.0,1465.78,1500.0,1500.0,1500.0,1500.0,0,1465.86
gabriel flores ruiz,1451.34,1517.52,1500.0,1500.0,1453.33,1500.0,1500.0,1517.56,0,1451.34
frederick sletting johnsen,1485.7,1504.07,1500.0,1500.0,1486.25,1500.0,1500.0,1503.85,0,1485.7
michael mora,1516.0,1516.0,1500.0,1500.0,1516.0,1500.0,1500.0,1516.0,0,1516.0
chris walsh,1467.21,1500.0,1500.0,1466.1,1500.0,1500.0,1500.0,1500.0,0,1467.21
tomas carbonell,1559.3,1762.99,1580.84,1508.33,1490.72,1756.88,1536.37,1582.07,0,1559.3
nial brash,1469.18,1518.4,1469.64,1500.0,1495.55,1500.0,1500.0,1521.34,0,1469.18
sergio gomez-barrio,1481.6,1500.0,1479.56,1500.0,1500.0,1500.0,1500.0,1500.0,0,1481.6
maurice pollock,1468.91,1500.0,1500.0,1468.72,1500.0,1500.0,1500.0,1500.0,0,1468.91
jorge berman,1504.8,1516.0,1500.0,1502.96,1500.0,1500.0,1516.0,1500.0,0,1504.8
teimuraz kakulia,1713.31,1717.09,1584.36,1621.04,1525.66,1586.9,1626.48,1533.27,0,1713.31
saad el ragig,1468.71,1500.0,1500.0,1500.0,1466.73,1500.0,1500.0,1500.0,0,1468.71
minh-quan do,1499.7,1513.25,1500.0,1500.0,1500.11,1500.0,1500.0,1514.63,0,1499.7
p. coyle,1483.21,1500.0,1500.0,1483.24,1500.0,1500.0,1500.0,1500.0,0,1483.21
lionel kemajou,1460.06,1500.0,1501.47,1500.0,1456.13,1501.47,1500.0,1500.0,0,1460.06
aljaz bedene,1564.78,1766.83,1603.35,1473.2,1579.63,1720.45,1559.36,1671.53,0,1564.78
gilbert wong,1468.06,1500.0,1468.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1468.06
richard fromberg,1549.99,1829.59,1537.67,1501.32,1593.03,1766.34,1571.37,1708.15,0,1549.99
m.r. pickthall,1483.54,1500.0,1500.0,1483.22,1500.0,1500.0,1500.0,1500.0,0,1483.54
john de zeeuw,1484.72,1500.0,1484.04,1485.24,1497.92,1500.0,1500.0,1514.6,0,1484.72
pit o'maley,1484.0,1500.0,1500.0,1500.0,1484.0,1500.0,1500.0,1500.0,0,1484.0
casper ruud,1888.45,1987.0,1896.99,1489.85,1720.8,1954.24,1531.99,1888.27,1,1482.41
adrian marcu,1554.04,1554.68,1551.26,1500.0,1500.0,1554.09,1500.0,1500.0,0,1554.04
clive wilderspin,1503.05,1516.0,1500.0,1501.54,1500.0,1500.0,1516.0,1500.0,0,1503.05
alberto paris,1474.53,1500.76,1477.39,1500.0,1498.22,1502.13,1500.0,1500.0,0,1474.53
unknown warfield,1495.25,1500.0,1493.03,1500.0,1500.0,1500.0,1500.0,1500.0,0,1495.25
omar alawadhi,1433.99,1500.0,1500.0,1500.0,1424.98,1500.0,1500.0,1500.0,0,1433.99
vittorio magnelli,1472.43,1500.0,1471.96,1500.0,1500.0,1500.0,1500.0,1500.0,0,1472.43
john leles,1500.0,1516.0,1500.0,1500.0,1500.0,1500.0,1500.0,1516.0,0,1500.0
artem derepasko,1496.48,1500.0,1500.0,1494.88,1500.0,1500.0,1500.0,1500.0,0,1496.48
sanjeev tikaram,1484.0,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1484.0
warren jacques,1464.77,1516.0,1486.15,1470.78,1500.0,1500.0,1516.0,1500.0,0,1464.77
samuel groth,1497.64,1500.0,1500.0,1500.0,1496.45,1500.0,1500.0,1500.0,0,1497.64
michael linzer,1475.61,1500.0,1474.39,1500.0,1500.0,1500.0,1500.0,1500.0,0,1475.61
magnus norman,1589.2,2009.05,1560.54,1517.31,1637.07,1936.24,1552.11,1891.55,0,1589.2
ivan dodig,1573.27,1861.07,1628.23,1579.56,1471.85,1649.19,1622.16,1779.53,0,1573.27
terje larsen,1440.48,1500.0,1458.55,1500.0,1465.65,1500.0,1500.0,1500.0,0,1440.48
r. l. cross,1493.45,1500.0,1500.0,1488.94,1500.0,1500.0,1500.0,1500.0,0,1493.45
albert montanes,1599.44,1849.25,1619.67,1453.02,1450.38,1826.84,1513.23,1666.13,0,1599.44
michal tabara,1537.35,1682.22,1517.15,1476.19,1571.71,1619.31,1500.0,1612.59,0,1537.35
marton fucsovics,1678.81,1838.94,1664.85,1601.19,1529.38,1692.01,1621.55,1791.84,1,1678.81
fabio maggi,1504.21,1530.48,1498.29,1500.0,1500.0,1530.15,1500.0,1500.0,0,1504.21
yves allegro,1478.83,1552.95,1493.31,1466.64,1463.7,1500.0,1526.71,1500.0,0,1478.83
saeid ahmadvand,1515.26,1515.26,1516.0,1500.0,1500.0,1516.0,1500.0,1500.0,0,1515.26
christoph meyer,1528.62,1545.35,1524.54,1500.0,1500.0,1542.58,1500.0,1500.0,0,1528.62
marco antonio rojas,1485.08,1500.0,1484.0,1500.0,1500.0,1500.0,1500.0,1500.0,0,1485.08
marco crugnola,1486.11,1500.0,1495.36,1500.0,1486.12,1500.0,1500.0,1500.0,0,1486.11
richard whichello,1488.17,1500.0,1496.11,1483.26,1500.0,1500.0,1500.0,1500.0,0,1488.17
filip dewulf,1651.95,1785.37,1675.68,1446.94,1514.24,1796.33,1500.0,1566.55,0,1651.95
lothar pawlik,1488.81,1500.0,1482.04,1500.0,1500.0,1500.0,1500.0,1500.0,0,1488.81
stuart bale,1431.51,1516.62,1500.0,1408.35,1489.52,1500.0,1513.87,1500.0,0,1431.51
keith ajegbo,1442.74,1500.0,1500.0,1438.22,1500.0,1500.0,1500.0,1500.0,0,1442.74
